2025-08-13T14:55:38.331+09:00  INFO 15272 --- [spring_2di] [restartedMain] o.i.spring_2di.Spring2diApplication      : 	 Äá ÀÌ¸§ : org.springframework.context.annotation.internalAutowiredAnnotationProcessor
2025-08-13T14:55:38.334+09:00  INFO 15272 --- [spring_2di] [restartedMain] o.i.spring_2di.Spring2diApplication      : 	 Äá ÀÌ¸§ : org.springframework.context.annotation.internalCommonAnnotationProcessor
2025-08-13T14:55:38.338+09:00  INFO 15272 --- [spring_2di] [restartedMain] o.i.spring_2di.Spring2diApplication      : 	 Äá ÀÌ¸§ : org.springframework.context.event.internalEventListenerProcessor
2025-08-13T14:55:38.346+09:00  INFO 15272 --- [spring_2di] [restartedMain] o.i.spring_2di.Spring2diApplication      : 	 Äá ÀÌ¸§ : org.springframework.context.event.internalEventListenerFactory
2025-08-13T14:55:38.348+09:00  INFO 15272 --- [spring_2di] [restartedMain] o.i.spring_2di.Spring2diApplication      : 	 Äá ÀÌ¸§ : spring2diApplication
2025-08-13T14:55:38.349+09:00  INFO 15272 --- [spring_2di] [restartedMain] o.i.spring_2di.Spring2diApplication      : 	 Äá ÀÌ¸§ : org.springframework.boot.autoconfigure.internalCachingMetadataReaderFactory
2025-08-13T14:55:38.350+09:00  INFO 15272 --- [spring_2di] [restartedMain] o.i.spring_2di.Spring2diApplication      : 	 Äá ÀÌ¸§ : customerController
2025-08-13T14:55:38.351+09:00  INFO 15272 --- [spring_2di] [restartedMain] o.i.spring_2di.Spring2diApplication      : 	 Äá ÀÌ¸§ : customerDAo
2025-08-13T14:55:38.353+09:00  INFO 15272 --- [spring_2di] [restartedMain] o.i.spring_2di.Spring2diApplication      : 	 Äá ÀÌ¸§ : customerService
2025-08-13T14:55:38.354+09:00  INFO 15272 --- [spring_2di] [restartedMain] o.i.spring_2di.Spring2diApplication      : 	 Äá ÀÌ¸§ : org.springframework.boot.autoconfigure.AutoConfigurationPackages
2025-08-13T14:55:38.355+09:00  INFO 15272 --- [spring_2di] [restartedMain] o.i.spring_2di.Spring2diApplication      : 	 Äá ÀÌ¸§ : org.springframework.boot.autoconfigure.context.PropertyPlaceholderAutoConfiguration
2025-08-13T14:55:38.355+09:00  INFO 15272 --- [spring_2di] [restartedMain] o.i.spring_2di.Spring2diApplication      : 	 Äá ÀÌ¸§ : propertySourcesPlaceholderConfigurer
2025-08-13T14:55:38.355+09:00  INFO 15272 --- [spring_2di] [restartedMain] o.i.spring_2di.Spring2diApplication      : 	 Äá ÀÌ¸§ : org.springframework.boot.autoconfigure.aop.AopAutoConfiguration$ClassProxyingConfiguration
2025-08-13T14:55:38.356+09:00  INFO 15272 --- [spring_2di] [restartedMain] o.i.spring_2di.Spring2diApplication      : 	 Äá ÀÌ¸§ : forceAutoProxyCreatorToUseClassProxying
2025-08-13T14:55:38.357+09:00  INFO 15272 --- [spring_2di] [restartedMain] o.i.spring_2di.Spring2diApplication      : 	 Äá ÀÌ¸§ : org.springframework.boot.autoconfigure.aop.AopAutoConfiguration
2025-08-13T14:55:38.359+09:00  INFO 15272 --- [spring_2di] [restartedMain] o.i.spring_2di.Spring2diApplication      : 	 Äá ÀÌ¸§ : org.springframework.boot.autoconfigure.availability.ApplicationAvailabilityAutoConfiguration
2025-08-13T14:55:38.359+09:00  INFO 15272 --- [spring_2di] [restartedMain] o.i.spring_2di.Spring2diApplication      : 	 Äá ÀÌ¸§ : applicationAvailability
2025-08-13T14:55:38.359+09:00  INFO 15272 --- [spring_2di] [restartedMain] o.i.spring_2di.Spring2diApplication      : 	 Äá ÀÌ¸§ : org.springframework.boot.autoconfigure.context.ConfigurationPropertiesAutoConfiguration
2025-08-13T14:55:38.360+09:00  INFO 15272 --- [spring_2di] [restartedMain] o.i.spring_2di.Spring2diApplication      : 	 Äá ÀÌ¸§ : org.springframework.boot.context.properties.ConfigurationPropertiesBindingPostProcessor
